conhecimento,item,tipoembalagem,quantidade,marca,contramarca,tipobloqueio1,motivobloqueio1,justificativabloqueio1,cpfresponsavelbloqueio1,nomeresponsavelbloqueio1,databloqueio1,horabloqueio1,desbloqueadopelotransportador1,cpfresponsaveldesbloqueio1,nomeresponsaveldesbloqueio1,datadesbloqueio1,horadesbloqueio1,justificativadesbloqueio1,tipobloqueio2,motivobloqueio2,justificativabloqueio2,cpfresponsavelbloqueio2,nomeresponsavelbloqueio2,databloqueio2,horabloqueio2,desbloqueadopelotransportador2,cpfresponsaveldesbloqueio2,nomeresponsaveldesbloqueio2,datadesbloqueio2,horadesbloqueio2,justificativadesbloqueio2,tipobloqueio3,motivobloqueio3,justificativabloqueio3,cpfresponsavelbloqueio3,nomeresponsavelbloqueio3,databloqueio3,horabloqueio3,desbloqueadopelotransportador3,cpfresponsaveldesbloqueio3,nomeresponsaveldesbloqueio3,datadesbloqueio3,horadesbloqueio3,justificativadesbloqueio3,tipobloqueio4,motivobloqueio4,justificativabloqueio4,cpfresponsavelbloqueio4,nomeresponsavelbloqueio4,databloqueio4,horabloqueio4,desbloqueadopelotransportador4,cpfresponsaveldesbloqueio4,nomeresponsaveldesbloqueio4,datadesbloqueio4,horadesbloqueio4,justificativadesbloqueio4,quantidadebloqueiosativos,quantidadebloqueiosinativos,indicadorhistoricobloqueio,indicadorhistoricopedidoretificacao,pesobrutoitem(kg),volumeitem(m3),codigomercadoriaperigosa,codigoclassemercadoriaperigosa
151707143871405,0001,caixa de outros materiais,0000005,caterpillar brasil ltda,machinery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000006013,000","0000000018,070",,
151707143871820,0001,caixa de outros materiais,0000003,caterpillar brasil ltda,machinery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000004537,000","0000000012,790",,
151707141447517,0001,outros,0000007,embraer empresa brasileira de,fuselage and wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000028601,000","0000000745,745",,
151707141566877,0003,outros,0000002,delmar,plataforma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000008473,000","0000000086,955",,
151707150162694,0001,outros,0000450,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000900000,000","0000000000,000",,
151707150165529,0001,outros,0000300,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000600000,000","0000000000,000",,
151707150167904,0001,outros,0000250,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000500000,000","0000000000,000",,
151707150169605,0001,outros,0001000,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"002000000,000","0000000000,000",,
151707150180919,0001,outros,0000250,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000500000,000","0000000000,000",,
151707150181214,0001,outros,0000550,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"001100000,000","0000000000,000",,
151707150182296,0001,outros,0000029,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000058000,000","0000000000,000",,
151707150183268,0001,outros,0000640,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"001280000,000","0000000000,000",,
151707150234199,0001,outros,0000028,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000056000,000","0000000000,000",,
151707150236051,0001,outros,0001000,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"002000000,000","0000000000,000",,
151707150237457,0001,outros,0001000,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"002000000,000","0000000000,000",,
151707148300783,0001,outros,0000750,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"001500000,000","0000000000,000",,
151707143972007,0001,outros,0006918,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"013836000,000","0000000000,000",,
151707143972180,0001,outros,0000966,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"001932000,000","0000000000,000",,
151707143972260,0001,outros,0000134,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000268000,000","0000000000,000",,
151707143972341,0001,outros,0001420,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"002840000,000","0000000000,000",,
151707143972422,0001,outros,0005812,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"011624000,000","0000000000,000",,
151707146940009,0002,outros,0000002,caterpillar inc.,pallet and piece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000002500,000","0000000007,910",,
151707146895100,0001,outros,0000008,geodis,forno e boxes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000056000,000","0000000345,000",,
151707146896425,0002,outros,0000003,caterpillar inc.,box pallet piece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000004537,000","0000000012,850",,
151707146896506,0001,outros,0000001,caterpillar inc.,pallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001669,000","0000000004,240",,
151707146896697,0001,outros,0000001,caterpillar inc.,pallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001669,000","0000000004,240",,
151707146528035,0003,outros,0000001,steimetz,kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000190,000","0000000000,447",,
151707148731091,0001,outros,0000004,roll-logistics brasil ltda,auto/truck parts& tires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000019200,000","0000000005,095",,
151707148731172,0001,outros,0000004,roll-logistics brasil ltda,auto/truck parts& tires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000019200,000","0000000002,638",,
151707148731253,0001,outros,0000004,roll-logistics brasil ltda,auto/truck parts& tires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000019200,000","0000000005,095",,
151707151366129,0001,outros,0000052,s/m,s/m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000081933,000","0000001033,770",,
151707150388315,0001,pallets,0000001,caterpillar brasil,d6n xl tractor dcs-1 a57l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001110,000","0000000002,500",,
151707150388749,0001,caixa de outros materiais,0000001,caterpillar brasil,d8t tractor a45l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000056,000","0000000000,180",,
151707150388749,0002,caixa de outros materiais,0000001,caterpillar brasil,d8t tractor a45l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000052,000","0000000000,120",,
151707150388749,0003,pallets,0000001,caterpillar brasil,d8t tractor a45l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001000,000","0000000002,190",,
151707150388749,0004,caixa de outros materiais,0000001,caterpillar brasil,d8t tractor a45l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000890,000","0000000001,180",,
151707150388820,0001,pallets,0000001,caterpillar brasil,d8t tractor a45l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001000,000","0000000001,800",,
151707150388820,0002,caixa de outros materiais,0000001,caterpillar brasil,d8t tractor a45l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000720,000","0000000000,750",,
151707150388820,0003,peca,0000001,caterpillar brasil,d8t tractor a45l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000003540,000","0000000010,650",,
151707150388820,0004,caixa de outros materiais,0000001,caterpillar brasil,d8t tractor a45l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000056,000","0000000000,180",,
151707150508744,0001,caixa de outros materiais,0000001,cnh brasil tecnica universal,8800dc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000001,800","0000000014,780",,
151707150508744,0002,caixa de outros materiais,0000001,cnh brasil tecnica universal,8800dc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000002,900","0000000022,240",,
151707150508744,0003,caixa de outros materiais,0000001,cnh brasil tecnica universal,8800dc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000001,800","0000000014,780",,
151707150508744,0004,caixa de outros materiais,0000001,cnh brasil tecnica universal,8800dc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000001,800","0000000014,780",,
151707150508744,0005,caixa de outros materiais,0000001,cnh brasil tecnica universal,8800dc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000002,900","0000000022,240",,
151707150508744,0006,caixa de outros materiais,0000001,cnh brasil tecnica universal,8800dc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000002,900","0000000022,240",,
151707150508744,0007,caixa de outros materiais,0000001,cnh brasil tecnica universal,8800dc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000001,800","0000000014,780",,
151707150508744,0008,caixa de outros materiais,0000001,cnh brasil tecnica universal,8800dc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000002,900","0000000022,240",,
151707150508744,0009,caixa de outros materiais,0000001,cnh brasil tecnica universal,8800dc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000001,800","0000000014,780",,
151707150508744,0010,caixa de outros materiais,0000001,cnh brasil tecnica universal,8800dc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000002,900","0000000022,240",,
151707150508744,0011,caixa de outros materiais,0000001,cnh brasil tecnica universal,8800dc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000002,900","0000000022,240",,
151707150508744,0012,caixa de outros materiais,0000001,cnh brasil tecnica universal,8800dc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000001,800","0000000014,780",,
151707151142875,0001,peca,0000001,caterpillar brasil,d8t tractor am-s dcala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000002830,000","0000000010,240",,
151707151142875,0002,caixa de outros materiais,0000001,caterpillar brasil,d8t trctor am-s dcala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000707,000","0000000000,810",,
151707151142875,0003,pallets,0000001,caterpillar brasil,d8t tractor am-s dcala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001000,000","0000000001,800",,
151707151306908,0001,caixa de outros materiais,0000001,allog,allog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000420,000","0000000002,600",,
151707151306908,0002,caixa de outros materiais,0000001,allog,allog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001110,000","0000000012,000",,
151707151306908,0003,caixa de outros materiais,0000001,allog,allog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000760,000","0000000009,850",,
151707151306908,0004,caixa de outros materiais,0000001,allog,allog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000004030,000","0000000049,800",,
151707151307033,0001,caixa de outros materiais,0000001,allog,allog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000935,000","0000000010,750",,
151707151307033,0003,caixa de outros materiais,0000001,allog,allog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000486,000","0000000001,090",,
151707151307033,0004,caixa de outros materiais,0000001,allog,allog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001320,000","0000000019,740",,
151707151307033,0005,caixa de outros materiais,0000001,allog,allog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000263,000","0000000000,410",,
151707151307033,0006,caixa de outros materiais,0000001,allog,allog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000002260,000","0000000017,850",,
151707151307033,0002,caixa de outros materiais,0000001,allog,allog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000890,000","0000000010,380",,
151707150077077,0001,outros,0000025,tupi bv,tupi bv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000123199,000","0000000576,120",,
151707150084952,0001,outros,0000002,tupy bv,tupy bv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000042467,000","0000000300,540",,
151707151483869,0001,caixa de madeira,0000001,cnh industrial latin america ltda,spare parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000018,000","0000000000,070",,
151707151484083,0001,pallets,0000001,caterpillar brasil ltda,machinery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000002280,000","0000000008,920",,
151707151485802,0001,caixa de outros materiais,0000001,caterpillar brasil ltda,machinery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001280,000","0000000002,920",,
151707151485993,0001,caixa de outros materiais,0000001,caterpillar brasil ltda,machinery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001280,000","0000000002,920",,
151707151486884,0001,caixa de outros materiais,0000003,caterpillar brasil ltda,machinery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000005430,000","0000000014,190",,
151707151518247,0002,peca,0000003,cnh industrial brasil ltda,pecas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000002918,000","0000000004,080",,
151707151281727,0001,outros,0000001,caterpillar brasil ltda,machinery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000122,000","0000000000,843",,
151707151280917,0001,caixa de outros materiais,0000030,caterpillar brasil ltda,machinery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000052390,000","0000000132,000",,
151707151281050,0001,caixa de outros materiais,0000030,caterpillar brasil ltda,machinery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000054195,000","0000000132,000",,
151707151281131,0001,caixa de outros materiais,0000030,caterpillar brasil ltda,machinery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000052390,000","0000000132,000",,
151707150901594,0001,outros,0003500,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"007000000,000","0000000000,000",,
151707151659908,0002,outros,0000001,caterpillar inc.,pallet blade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001090,000","0000000002,730",,
151707151660078,0003,outros,0000001,caterpillar inc.,pallet blade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001090,000","0000000002,730",,
151707151660078,0004,outros,0000001,caterpillar inc.,pallet blade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001200,000","0000000003,840",,
151707151660159,0004,outros,0000001,caterpillar inc.,pallet blade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001090,000","0000000002,730",,
151707151660159,0005,outros,0000001,caterpillar inc.,pallet blade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001090,000","0000000002,730",,
151707151660159,0006,outros,0000001,caterpillar inc.,pallet blade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001200,000","0000000003,840",,
151707151660230,0003,outros,0000001,caterpillar inc.,pallet blade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001340,000","0000000003,740",,
151707151660230,0004,outros,0000001,caterpillar inc.,pallet blade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001340,000","0000000003,740",,
151707151660310,0003,outros,0000001,caterpillar inc.,pallet blade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001340,000","0000000003,740",,
151707151660310,0004,outros,0000001,caterpillar inc.,pallet blade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001340,000","0000000003,740",,
151707151660400,0003,outros,0000001,caterpillar inc.,pallet blade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001340,000","0000000003,740",,
151707151660400,0004,outros,0000001,caterpillar inc.,pallet blade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001110,000","0000000002,500",,
151707151660663,0001,outros,0000001,caterpillar inc.,d8t miscellaneous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000615,000","0000000000,770",,
151707151660744,0002,outros,0000001,caterpillar inc.,box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000890,000","0000000001,180",,
151707151660744,0003,outros,0000001,caterpillar inc.,box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000056,000","0000000000,180",,
151707151660744,0004,outros,0000001,caterpillar inc.,pieve blade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000004010,000","0000000014,370",,
151707151660744,0005,outros,0000001,caterpillar inc.,pallet push,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001270,000","0000000002,440",,
151707151660825,0002,outros,0000001,caterpillar inc.,box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000707,000","0000000000,810",,
151707151660825,0003,outros,0000001,caterpillar inc.,box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000003540,000","0000000010,650",,
151707151660825,0004,outros,0000001,caterpillar inc.,pallet push,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001000,000","0000000001,800",,
151707151660825,0005,outros,0000001,caterpillar inc.,piece blade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000056,000","0000000000,180",,
151707151660906,0003,outros,0000001,caterpillar inc.,piece blade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000003540,000","0000000010,650",,
151707151660906,0004,outros,0000001,caterpillar inc.,pallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001000,000","0000000001,800",,
151707151660906,0005,outros,0000001,caterpillar inc.,box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000707,000","0000000000,810",,
151707151660906,0006,outros,0000001,caterpillar inc.,box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000056,000","0000000000,180",,
151707151660906,0007,outros,0000001,caterpillar inc.,box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000057,000","0000000000,150",,
151707151660906,0008,outros,0000001,caterpillar inc.,piece blade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000003540,000","0000000010,820",,
151707151660906,0009,outros,0000001,caterpillar inc.,box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000056,000","0000000000,180",,
151707151660906,0010,outros,0000001,caterpillar inc.,box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000000707,000","0000000000,810",,
151707151660906,0011,outros,0000001,caterpillar inc.,pallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001000,000","0000000001,800",,
151707151661040,0002,outros,0000001,caterpillar inc.,pallet blade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000001340,000","0000000003,740",,
151707151557064,0001,outros,0000001,mac cargo,01 piece forged steel back up roll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,,"000045632,025","0000000014,882",,
